,director,director_gender,actor1,actor1_gender,actor2,actor2_gender,actor3,actor3_gender
263,Joe Johnston,2.0,Macaulay Culkin,2.0,Christopher Lloyd,2.0,Patrick Stewart,2.0
264,Dennis Hopper,2.0,Tom Berenger,2.0,William McNamara,2.0,Эрика Элениак,1.0
265,Penelope Spheeris,0.0,Bug Hall,2.0,Travis Tedford,2.0,Brittany Ashton Holmes,1.0
266,Michael Austin,0.0,Jim Broadbent,2.0,Phoebe Cates,1.0,Kevin Kline,2.0
267,Chris Columbus,2.0,Macaulay Culkin,2.0,Joe Pesci,2.0,Daniel Stern,2.0
268,Jerry Zucker,2.0,Patrick Swayze,2.0,Demi Moore,1.0,Whoopi Goldberg,1.0
269,Ron Clements,2.0,Scott Weinger,2.0,Robin Williams,2.0,Linda Larkin,1.0
270,James Cameron,2.0,Arnold Schwarzenegger,2.0,Linda Hamilton,1.0,Robert Patrick,2.0
271,Kevin Costner,2.0,Kevin Costner,2.0,Mary McDonnell,1.0,Graham Greene,2.0
272,Tim Burton,2.0,Jack Nicholson,2.0,Michael Keaton,2.0,Kim Basinger,1.0
273,Jonathan Demme,2.0,Jodie Foster,1.0,Anthony Hopkins,2.0,Scott Glenn,2.0
274,David Hand,2.0,Adriana Caselotti,1.0,Lucille La Verne,1.0,Harry Stockwell,2.0
275,Gary Trousdale,2.0,Paige O'Hara,1.0,Robby Benson,2.0,Richard White,2.0
276,Hamilton Luske,2.0,Mel Blanc,2.0,Don Brodie,0.0,Walter Catlett,2.0
277,Garry Marshall,2.0,Julia Roberts,1.0,Richard Gere,2.0,Ralph Bellamy,2.0
278,Sam Peckinpah,0.0,William Holden,2.0,Ernest Borgnine,2.0,Robert Ryan,2.0
279,Michael Hoffman,2.0,Michelle Pfeiffer,1.0,George Clooney,2.0,Mae Whitman,1.0
280,Bill Condon,2.0,Tony Todd,2.0,Kelly Rowan,1.0,William O'Leary,2.0
281,Joel Coen,0.0,William H. Macy,2.0,Frances McDormand,1.0,Steve Buscemi,2.0
282,David R. Ellis,2.0,Michael J. Fox,2.0,Sally Field,1.0,Ralph Waite,2.0
283,Kevin Yagher,0.0,Bruce Ramsay,2.0,Valentina Vargas,1.0,Charlotte Chatton,1.0
284,Wolfgang Reitherman,2.0,Phil Harris,0.0,Sterling Holloway,2.0,Scatman Crothers,2.0
285,Stacy Title,0.0,Cameron Diaz,1.0,Ron Eldard,2.0,Courtney B. Vance,2.0
286,Gregory Hoblit,2.0,Richard Gere,2.0,Edward Norton,2.0,Laura Linney,1.0
287,Paul Sabella,2.0,Ernest Borgnine,2.0,Bebe Neuwirth,1.0,Charlie Sheen,2.0
288,Tim Sullivan,2.0,Richard E. Grant,2.0,Samantha Mathis,1.0,Judi Dench,1.0
289,Spike Lee,2.0,Theresa Randle,1.0,Isaiah Washington,2.0,Spike Lee,2.0
290,Edward Zwick,2.0,Denzel Washington,2.0,Meg Ryan,1.0,Lou Diamond Phillips,2.0
291,Brian De Palma,2.0,Tom Cruise,2.0,Jon Voight,2.0,Emmanuelle Béart,0.0
292,Rob Cohen,2.0,Dennis Quaid,2.0,David Thewlis,2.0,Pete Postlethwaite,2.0
293,Henry Selick,2.0,Miriam Margolyes,1.0,Joanna Lumley,1.0,Pete Postlethwaite,2.0
294,Paul Mazursky,2.0,Cher,1.0,Chazz Palminteri,2.0,Ryan O'Neal,2.0
295,Alan Mehrez,2.0,Daniel Bernhardt,0.0,Pat Morita,2.0,Donald Gibb,2.0
296,Joe Pytka,2.0,Michael Jordan,2.0,Wayne Knight,2.0,Billy West,2.0
297,Roger Vadim,2.0,Jane Fonda,1.0,John Phillip Law,2.0,Anita Pallenberg,1.0
298,Richard Benjamin,2.0,Shirley MacLaine,1.0,Ricki Lake,1.0,Brendan Fraser,2.0
299,Jean-Claude Van Damme,2.0,Jean-Claude Van Damme,2.0,Roger Moore,2.0,James Remar,2.0
300,George Scribner,2.0,Joey Lawrence,2.0,Billy Joel,2.0,Cheech Marin,2.0
301,Alan Shapiro,2.0,Elijah Wood,2.0,Paul Hogan,2.0,Jonathan Banks,2.0
302,Jean-Paul Rappeneau,2.0,Juliette Binoche,1.0,Olivier Martinez,2.0,Pierre Arditi,2.0
303,Andrew Fleming,2.0,Robin Tunney,1.0,Fairuza Balk,1.0,Neve Campbell,1.0
304,Larry Cohen,2.0,Fred Williamson,0.0,Pam Grier,1.0,Jim Brown,2.0
305,Michael Bay,2.0,Sean Connery,2.0,Nicolas Cage,2.0,Ed Harris,2.0
306,Jan de Bont,2.0,Helen Hunt,1.0,Bill Paxton,2.0,Cary Elwes,2.0
307,David Hogan,2.0,Pamela Anderson,1.0,Temuera Morrison,2.0,Victoria Rowell,1.0
308,David Twohy,0.0,Charlie Sheen,2.0,Lindsay Crouse,1.0,Richard Schiff,2.0
309,Stanley Kubrick,2.0,Peter Sellers,2.0,George C. Scott,2.0,Sterling Hayden,2.0
310,Simon Wincer,0.0,Billy Zane,2.0,Kristy Swanson,1.0,Treat Williams,2.0
311,Andrew Bergman,0.0,Demi Moore,1.0,Burt Reynolds,2.0,Armand Assante,2.0
312,Francis Ford Coppola,2.0,Robin Williams,2.0,Diane Lane,1.0,Brian Kerwin,2.0
313,Mary Harron,1.0,Lili Taylor,1.0,Jared Harris,2.0,Stephen Dorff,2.0
314,Danny Boyle,2.0,Ewan McGregor,2.0,Ewen Bremner,2.0,Jonny Lee Miller,2.0
315,Roland Emmerich,2.0,Will Smith,2.0,Bill Pullman,2.0,Jeff Goldblum,2.0
316,Tony Scott,2.0,Robert De Niro,2.0,Wesley Snipes,2.0,Ellen Barkin,1.0
317,Gary Trousdale,2.0,Tom Hulce,2.0,Demi Moore,1.0,Tony Jay,2.0
318,Ben Stiller,2.0,Jim Carrey,2.0,Matthew Broderick,2.0,Leslie Mann,1.0
319,Bobby Farrelly,2.0,Woody Harrelson,2.0,Randy Quaid,2.0,Vanessa Angel,1.0
320,Chuck Russell,2.0,Arnold Schwarzenegger,2.0,James Caan,2.0,Vanessa Williams,1.0
321,Tom Shadyac,2.0,Eddie Murphy,2.0,Jada Pinkett Smith,1.0,James Coburn,2.0
322,Rob Cohen,2.0,Sylvester Stallone,2.0,Amy Brenneman,1.0,Viggo Mortensen,2.0
323,Peter Jackson,2.0,Michael J. Fox,2.0,Jeffrey Combs,2.0,Jake Busey,2.0
324,John Sayles,2.0,Chris Cooper,2.0,Matthew McConaughey,2.0,Elizabeth Peña,1.0
325,Jon Turteltaub,2.0,John Travolta,2.0,Kyra Sedgwick,1.0,Forest Whitaker,2.0
326,Edward Burns,2.0,Edward Burns,2.0,Michael McGlone,2.0,Cameron Diaz,1.0
327,Joel Schumacher,2.0,Matthew McConaughey,2.0,Sandra Bullock,1.0,Samuel L. Jackson,2.0
328,Michael Corrente,2.0,Dustin Hoffman,2.0,Dennis Franz,2.0,Sean Nelson,2.0
329,Kevin Hooks,2.0,Laurence Fishburne,2.0,Stephen Baldwin,2.0,Salma Hayek,1.0
330,John Payson,2.0,Jerry O'Connell,2.0,Megan Ward,0.0,Billy West,2.0
331,Hugh Wilson,2.0,Goldie Hawn,1.0,Bette Midler,0.0,Diane Keaton,1.0
332,Ron Howard,2.0,Mel Gibson,2.0,Gary Sinise,2.0,Delroy Lindo,2.0
333,Hart Bochner,2.0,Jon Lovitz,2.0,Tia Carrere,1.0,Louise Fletcher,1.0
334,Annette Haywood-Carter,1.0,Angelina Jolie,1.0,Hedy Burress,1.0,Jenny Lewis,1.0
335,Andrew Davis,2.0,Keanu Reeves,2.0,Morgan Freeman,2.0,Rachel Weisz,1.0
336,Danny DeVito,2.0,Mara Wilson,1.0,Danny DeVito,2.0,Embeth Davidtz,1.0
337,Douglas McGrath,2.0,Gwyneth Paltrow,1.0,Toni Collette,1.0,Alan Cumming,2.0
338,Tim Pope,2.0,Vincent Pérez,0.0,Mia Kirshner,1.0,Iggy Pop,0.0
339,Gilbert Adler,2.0,Dennis Miller,2.0,Эрика Элениак,1.0,Angie Everhart,1.0
340,Lee David Zlotoff,0.0,Alison Elliott,1.0,Ellen Burstyn,1.0,Marcia Gay Harden,1.0
341,John Carpenter,2.0,Kurt Russell,2.0,Stacy Keach,2.0,Steve Buscemi,2.0
342,Julian Schnabel,2.0,Jeffrey Wright,2.0,David Bowie,2.0,Dennis Hopper,2.0
343,Ron Shelton,2.0,Kevin Costner,2.0,Don Johnson,0.0,Cheech Marin,2.0
344,Rolf de Heer,0.0,Colin Friels,2.0,Miles Davis,2.0,Helen Buday,1.0
345,Francis Ford Coppola,2.0,Marlon Brando,2.0,Al Pacino,2.0,James Caan,2.0
346,Lisa Krueger,1.0,Mary Kay Place,1.0,Scarlett Johansson,1.0,Aleska Palladino,0.0
347,Lana Wachowski,1.0,Jennifer Tilly,1.0,Gina Gershon,1.0,Joe Pantoliano,2.0
348,Peter Hyams,2.0,Penelope Ann Miller,1.0,Tom Sizemore,2.0,Linda Hunt,1.0
349,John Frankenheimer,2.0,Marlon Brando,2.0,Val Kilmer,2.0,David Thewlis,2.0
350,Ernest R. Dickerson,2.0,Damon Wayans,2.0,Adam Sandler,2.0,James Caan,2.0
351,Joe Chappelle,2.0,Donald Pleasence,2.0,Paul Rudd,2.0,Marianne Hagan,1.0
352,Stanley Donen,2.0,Gene Kelly,2.0,Donald O'Connor,2.0,Debbie Reynolds,1.0
353,Vincente Minnelli,2.0,Gene Kelly,2.0,Leslie Caron,0.0,Oscar Levant,2.0
354,Blake Edwards,2.0,Audrey Hepburn,0.0,George Peppard,2.0,Patricia Neal,1.0
355,Alfred Hitchcock,2.0,James Stewart,2.0,Kim Novak,1.0,Barbara Bel Geddes,1.0
356,Alfred Hitchcock,2.0,James Stewart,2.0,Grace Kelly,1.0,Wendell Corey,2.0
357,Frank Capra,0.0,Clark Gable,2.0,Claudette Colbert,1.0,Walter Connolly,2.0
358,Alfred Hitchcock,2.0,Cary Grant,2.0,Eva Marie Saint,1.0,James Mason,2.0
359,Billy Wilder,0.0,Jack Lemmon,2.0,Shirley MacLaine,1.0,Fred MacMurray,2.0
360,Billy Wilder,0.0,Marilyn Monroe,1.0,Tony Curtis,2.0,Jack Lemmon,2.0
361,Stanley Donen,2.0,Cary Grant,2.0,Audrey Hepburn,0.0,Walter Matthau,2.0
362,Michael Curtiz,0.0,Humphrey Bogart,2.0,Ingrid Bergman,1.0,Paul Henreid,2.0
363,John Huston,2.0,Humphrey Bogart,2.0,Mary Astor,1.0,Gladys George,1.0
364,George Cukor,0.0,Audrey Hepburn,0.0,Rex Harrison,0.0,Stanley Holloway,0.0
365,William Wyler,2.0,Gregory Peck,2.0,Audrey Hepburn,0.0,Eddie Albert,2.0
366,Victor Fleming,0.0,Judy Garland,1.0,Frank Morgan,2.0,Ray Bolger,0.0
367,Victor Fleming,0.0,Vivien Leigh,1.0,Clark Gable,2.0,Olivia de Havilland,1.0
368,Billy Wilder,0.0,William Holden,2.0,Gloria Swanson,1.0,Erich von Stroheim,0.0
369,Orson Welles,2.0,Orson Welles,2.0,Joseph Cotten,2.0,Dorothy Comingore,1.0
370,Stanley Kubrick,2.0,Keir Dullea,2.0,Gary Lockwood,2.0,William Sylvester,2.0
371,George Cukor,0.0,Norma Shearer,1.0,Joan Crawford,1.0,Rosalind Russell,1.0
372,Alfred Hitchcock,2.0,Laurence Olivier,2.0,Joan Fontaine,1.0,George Sanders,2.0
373,Alfred Hitchcock,2.0,Cary Grant,2.0,Ingrid Bergman,1.0,Claude Rains,2.0
374,Alfred Hitchcock,2.0,Ingrid Bergman,1.0,Gregory Peck,2.0,Michael Chekhov,2.0
375,Alfred Hitchcock,2.0,Cary Grant,2.0,Grace Kelly,1.0,Jessie Royce Landis,1.0
376,Ernst Lubitsch,2.0,Greta Garbo,1.0,Melvyn Douglas,2.0,Ina Claire,1.0
377,Michael Curtiz,0.0,Errol Flynn,2.0,Olivia de Havilland,1.0,Basil Rathbone,2.0
378,Otto Preminger,2.0,Gene Tierney,1.0,Dana Andrews,2.0,Clifton Webb,1.0
379,Mark Sandrich,2.0,Fred Astaire,2.0,Ginger Rogers,1.0,Edward Everett Horton,2.0
380,George Stevens,2.0,Elizabeth Taylor,1.0,Rock Hudson,2.0,James Dean,0.0
381,W.S. Van Dyke,2.0,William Powell,2.0,Myrna Loy,1.0,Maureen O'Sullivan,1.0
382,Michael Anderson,2.0,David Niven,2.0,Cantinflas,2.0,Finlay Currie,2.0
383,Frank Capra,0.0,James Stewart,2.0,Donna Reed,1.0,Lionel Barrymore,2.0
384,Frank Capra,0.0,James Stewart,2.0,Jean Arthur,1.0,Claude Rains,2.0
385,George A. Romero,2.0,Duane Jones,2.0,Judith O'Dea,1.0,Karl Hardman,2.0
386,John Huston,2.0,Humphrey Bogart,2.0,Katharine Hepburn,1.0,Robert Morley,2.0
387,Richard Brooks,2.0,Elizabeth Taylor,1.0,Paul Newman,2.0,Burl Ives,2.0
388,Darrell James Roodt,0.0,Ice Cube,2.0,Elizabeth Hurley,1.0,Ving Rhames,2.0
389,Lance Young,0.0,Craig Sheffer,2.0,Sheryl Lee,1.0,Terence Stamp,2.0
390,Ringo Lam,2.0,Jean-Claude Van Damme,2.0,Natasha Henstridge,1.0,Jean-Hugues Anglade,2.0
391,Neil Jordan,0.0,Liam Neeson,2.0,Aidan Quinn,2.0,Stephen Rea,2.0
392,Amy Holden Jones,1.0,Clive Owen,2.0,Halle Berry,1.0,Peter Greene,2.0
393,Walter Hill,2.0,Bruce Willis,2.0,Bruce Dern,1.0,William Sanderson,2.0
394,F. Gary Gray,2.0,Jada Pinkett Smith,1.0,Queen Latifah,1.0,Vivica A. Fox,1.0
395,Michael Apted,2.0,Hugh Grant,2.0,Gene Hackman,2.0,Sarah Jessica Parker,1.0
396,Robert Lieberman,2.0,Emilio Estevez,2.0,Jeffrey Nordling,2.0,David Selby,2.0
397,James Foley,2.0,Chris O'Donnell,2.0,Gene Hackman,2.0,Faye Dunaway,1.0
398,John Hough,2.0,Kim Richards,1.0,Ray Milland,2.0,Donald Pleasence,2.0
399,Richard Fleischer,0.0,Kirk Douglas,2.0,James Mason,2.0,Paul Lukas,2.0
400,Jon Turteltaub,2.0,Leon Robinson,2.0,Doug E. Doug,2.0,Rawle D. Lewis,2.0
401,William Dear,2.0,Danny Glover,2.0,Brenda Fricker,1.0,Joseph Gordon-Levitt,2.0
402,Clyde Geronimi,2.0,Ilene Woods,1.0,Eleanor Audley,1.0,Lucille Bliss,0.0
403,Wolfgang Reitherman,2.0,Sebastian Cabot,2.0,Karl Swenson,2.0,Junius Matthews,2.0
404,Kevin Reynolds,0.0,Kevin Costner,2.0,Morgan Freeman,2.0,Christian Slater,2.0
405,Robert Stevenson,2.0,Julie Andrews,1.0,Dick Van Dyke,2.0,David Tomlinson,2.0
406,Samuel Armstrong,2.0,Sterling Holloway,2.0,Herman Bing,2.0,John McLeish,2.0
407,Robert Stevenson,2.0,Angela Lansbury,1.0,David Tomlinson,2.0,Roddy McDowall,2.0
408,Hamilton Luske,2.0,Kathryn Beaumont,1.0,Verna Felton,1.0,Ed Wynn,2.0
409,Ted Berman,2.0,Mickey Rooney,0.0,Kurt Russell,2.0,Pearl Bailey,1.0
410,Robert Wise,2.0,Julie Andrews,1.0,Christopher Plummer,2.0,Eleanor Parker,1.0
411,John McTiernan,2.0,Bruce Willis,2.0,Alan Rickman,2.0,Alexander Godunov,2.0
412,Brett Leonard,0.0,Jeff Fahey,2.0,Pierce Brosnan,2.0,Jenny Wright,1.0
413,Mike Leigh,2.0,Timothy Spall,2.0,Brenda Blethyn,1.0,Marianne Jean-Baptiste,1.0
414,Tom Hanks,2.0,Tom Everett Scott,2.0,Johnathon Schaech,2.0,Tom Hanks,2.0
415,Michael Pressman,2.0,Peter Gallagher,2.0,Michelle Pfeiffer,1.0,Claire Danes,1.0
416,James Ivory,2.0,Anthony Hopkins,2.0,Natascha McElhone,1.0,Julianne Moore,1.0
417,Hettie MacDonald,0.0,Linda Henry,1.0,Glen Berry,2.0,Scott Neal,0.0
418,Renny Harlin,2.0,Geena Davis,1.0,Samuel L. Jackson,2.0,Yvonne Zima,1.0
419,Stephen Hopkins,2.0,Michael Douglas,2.0,Val Kilmer,2.0,Tom Wilkinson,2.0
420,Spike Lee,2.0,Ossie Davis,2.0,Charles S. Dutton,2.0,Andre Braugher,2.0
421,George P. Cosmatos,2.0,Charlie Sheen,2.0,Donald Sutherland,2.0,Linda Hamilton,1.0
422,Michael Winterbottom,2.0,Kate Winslet,1.0,Christopher Eccleston,2.0,Liam Cunningham,2.0
423,Baz Luhrmann,2.0,Leonardo DiCaprio,2.0,Claire Danes,1.0,John Leguizamo,2.0
424,Doug Liman,2.0,Jon Favreau,2.0,Vince Vaughn,2.0,Ron Livingston,2.0
425,Barry Levinson,2.0,Robert De Niro,2.0,Brad Pitt,2.0,Kevin Bacon,2.0
426,Mel Stuart,2.0,Gene Wilder,2.0,Jack Albertson,0.0,Peter Ostrum,0.0
427,Woody Allen,2.0,Woody Allen,2.0,Diane Keaton,1.0,John Beck,2.0
428,Woody Allen,2.0,Woody Allen,2.0,Louise Lasser,1.0,Carlos Montalbán,0.0
429,Charles Crichton,2.0,John Cleese,0.0,Jamie Lee Curtis,1.0,Kevin Kline,2.0
430,Terry Jones,2.0,Graham Chapman,2.0,John Cleese,0.0,Terry Gilliam,2.0
431,Blake Edwards,2.0,Julie Andrews,1.0,James Garner,2.0,Robert Preston,2.0
432,Blake Edwards,2.0,Jack Lemmon,2.0,Tony Curtis,2.0,Natalie Wood,1.0
433,Arthur Penn,2.0,Warren Beatty,2.0,Faye Dunaway,1.0,Michael J. Pollard,2.0
434,Alfred Hitchcock,2.0,Ray Milland,2.0,Grace Kelly,1.0,Robert Cummings,0.0
435,Emile Ardolino,2.0,Jennifer Grey,1.0,Patrick Swayze,2.0,Jerry Orbach,2.0
436,Quentin Tarantino,2.0,Harvey Keitel,2.0,Tim Roth,2.0,Michael Madsen,2.0
437,Oliver Stone,2.0,Tom Berenger,2.0,Charlie Sheen,2.0,Willem Dafoe,2.0
438,Ted Kotcheff,2.0,Andrew McCarthy,2.0,Jonathan Silverman,2.0,Catherine Mary Stewart,1.0
439,Paul Verhoeven,2.0,Michael Douglas,2.0,Sharon Stone,1.0,George Dzundza,2.0
440,Oliver Stone,2.0,Val Kilmer,2.0,Meg Ryan,1.0,Kyle MacLachlan,2.0
441,Neil Jordan,0.0,Stephen Rea,2.0,Jaye Davidson,2.0,Miranda Richardson,1.0
442,James Foley,2.0,Al Pacino,2.0,Jack Lemmon,2.0,Alec Baldwin,2.0
443,Alan J. Pakula,2.0,Meryl Streep,1.0,Kevin Kline,2.0,Peter MacNicol,2.0
444,Steven Spielberg,2.0,Henry Thomas,0.0,Drew Barrymore,1.0,Robert MacNaughton,2.0
445,Tony Scott,2.0,Tom Cruise,2.0,Robert Duvall,2.0,Nicole Kidman,1.0
446,Tony Scott,2.0,Tom Cruise,2.0,Kelly McGillis,1.0,Val Kilmer,2.0
447,Elia Kazan,2.0,Vivien Leigh,1.0,Marlon Brando,2.0,Kim Hunter,1.0
448,Abel Ferrara,2.0,Christopher Walken,2.0,Chris Penn,2.0,Annabella Sciorra,1.0
449,Miloš Forman,2.0,Woody Harrelson,2.0,Courtney Love,1.0,Edward Norton,2.0
450,Mark Rydell,2.0,Katharine Hepburn,1.0,Henry Fonda,2.0,Jane Fonda,1.0
451,Blake Edwards,2.0,Peter Sellers,2.0,Christopher Plummer,2.0,Herbert Lom,2.0
452,Ate de Jong,2.0,Phoebe Cates,1.0,Rik Mayall,2.0,Marsha Mason,1.0
453,James Cameron,2.0,Ed Harris,2.0,Mary Elizabeth Mastrantonio,1.0,Michael Biehn,2.0
454,John Carpenter,2.0,Adrienne Barbeau,1.0,Jamie Lee Curtis,1.0,Janet Leigh,1.0
455,John Carpenter,2.0,Kurt Russell,2.0,Lee Van Cleef,2.0,Ernest Borgnine,2.0
456,Joe Dante,2.0,Patrick Macnee,2.0,Dennis Dugan,2.0,Christopher Stone,2.0
457,Terry Gilliam,2.0,Graham Chapman,2.0,John Cleese,0.0,Terry Gilliam,2.0
458,Bruce LaBruce,2.0,Tony Ward,2.0,Bruce LaBruce,2.0,Kevin P. Scott,0.0
459,Leon Gast,2.0,Muhammad Ali,2.0,George Foreman,2.0,Don King,2.0
460,Eric Red,2.0,Mariel Hemingway,1.0,Michael Paré,2.0,Mason Gamble,2.0
461,Barbara Kopple,1.0,Jesse Jackson,2.0,Juan Munoz,0.0,Ray Rogers,0.0
462,Mike Newell,2.0,Josie Lawrence,1.0,Miranda Richardson,1.0,Joan Plowright,1.0
463,Stephen Frears,0.0,Anjelica Huston,1.0,John Cusack,2.0,Annette Bening,1.0
464,Anthony Minghella,2.0,Ralph Fiennes,2.0,Juliette Binoche,1.0,Willem Dafoe,2.0
465,Jim Sheridan,2.0,Daniel Day-Lewis,2.0,Brenda Fricker,1.0,Alison Whelan,0.0
466,Baz Luhrmann,2.0,Paul Mercurio,2.0,Tara Morice,1.0,Bill Hunter,2.0
467,Jennie Livingston,0.0,Dorian Corey,0.0,Pepper LaBeija,0.0,Willi Ninja,0.0
468,Miloš Forman,2.0,Jack Nicholson,2.0,Louise Fletcher,1.0,Danny DeVito,2.0
469,Lou Adler,2.0,Cheech Marin,2.0,Tommy Chong,2.0,Strother Martin,2.0
470,Irvin Kershner,2.0,Mark Hamill,2.0,Harrison Ford,2.0,Carrie Fisher,1.0
471,Rob Reiner,2.0,Cary Elwes,2.0,Robin Wright,1.0,Mandy Patinkin,2.0
472,Steven Spielberg,2.0,Harrison Ford,2.0,Karen Allen,1.0,Paul Freeman,0.0
473,James Cameron,2.0,Sigourney Weaver,1.0,Michael Biehn,2.0,James Remar,2.0
474,Sidney Lumet,2.0,Henry Fonda,2.0,Martin Balsam,2.0,John Fiedler,2.0
475,David Lean,2.0,Peter O'Toole,2.0,Alec Guinness,2.0,Anthony Quinn,2.0
476,Stanley Kubrick,2.0,Malcolm McDowell,2.0,Patrick Magee,2.0,Adrienne Corri,1.0
477,Robert Mulligan,2.0,Gregory Peck,2.0,Brock Peters,2.0,James Anderson,2.0
478,Francis Ford Coppola,2.0,Martin Sheen,2.0,Marlon Brando,2.0,Robert Duvall,2.0
479,Richard Marquand,2.0,Mark Hamill,2.0,Harrison Ford,2.0,Carrie Fisher,1.0
480,Carol Reed,2.0,Joseph Cotten,2.0,Alida Valli,0.0,Orson Welles,2.0
481,Martin Scorsese,2.0,Robert De Niro,2.0,Ray Liotta,2.0,Joe Pesci,2.0
482,Ridley Scott,2.0,Tom Skerritt,2.0,Sigourney Weaver,1.0,Veronica Cartwright,1.0
483,Alfred Hitchcock,2.0,Anthony Perkins,2.0,Vera Miles,1.0,John Gavin,2.0
484,John Landis,2.0,Dan Aykroyd,2.0,John Belushi,2.0,James Brown,2.0
485,Francis Ford Coppola,2.0,Al Pacino,2.0,Robert Duvall,2.0,Diane Keaton,1.0
486,Stanley Kubrick,2.0,Matthew Modine,2.0,Adam Baldwin,2.0,Vincent D'Onofrio,2.0
487,Miloš Forman,2.0,F. Murray Abraham,2.0,Tom Hulce,2.0,Elizabeth Berridge,1.0
488,Martin Scorsese,2.0,Robert De Niro,2.0,Joe Pesci,2.0,Cathy Moriarty,1.0
489,Woody Allen,2.0,Woody Allen,2.0,Diane Keaton,1.0,Tony Roberts,2.0
490,Philip Kaufman,2.0,Fred Ward,2.0,Dennis Quaid,2.0,Ed Harris,2.0
491,George Roy Hill,2.0,Paul Newman,2.0,Robert Redford,2.0,Robert Shaw,2.0
492,James Cameron,2.0,Arnold Schwarzenegger,2.0,Michael Biehn,2.0,Linda Hamilton,1.0
493,Peter Jackson,2.0,Tim Balme,0.0,Diana Peñalver,1.0,Elizabeth Moody,1.0
494,Edward Zwick,2.0,Matthew Broderick,2.0,Denzel Washington,2.0,Cary Elwes,2.0
495,Woody Allen,2.0,Woody Allen,2.0,Diane Keaton,1.0,Michael Murphy,2.0
496,Joel Coen,0.0,John Turturro,2.0,Gabriel Byrne,2.0,Marcia Gay Harden,1.0
497,Peter Weir,2.0,Robin Williams,2.0,Ethan Hawke,2.0,Robert Sean Leonard,2.0
498,Mike Nichols,2.0,Dustin Hoffman,2.0,Anne Bancroft,1.0,Katharine Ross,0.0
499,Orson Welles,2.0,Charlton Heston,2.0,Janet Leigh,1.0,Orson Welles,2.0
500,David Lean,2.0,William Holden,2.0,Alec Guinness,2.0,Jack Hawkins,2.0
501,Roman Polanski,2.0,Jack Nicholson,2.0,Faye Dunaway,1.0,John Huston,2.0
502,John Huston,2.0,Humphrey Bogart,2.0,Walter Huston,2.0,Tim Holt,0.0
503,Savage Steve Holland,2.0,John Cusack,2.0,David Ogden Stiers,2.0,Kim Darby,1.0
504,Stanley Kubrick,2.0,Jack Nicholson,2.0,Shelley Duvall,0.0,Danny Lloyd,2.0
505,Rob Reiner,2.0,Wil Wheaton,2.0,River Phoenix,2.0,Corey Feldman,2.0
506,Sam Raimi,2.0,Bruce Campbell,2.0,Sarah Berry,0.0,Dan Hicks,0.0
507,John Sturges,2.0,Steve McQueen,2.0,James Garner,2.0,Richard Attenborough,2.0
508,Michael Cimino,2.0,Robert De Niro,2.0,John Cazale,2.0,John Savage,2.0
509,Harold Ramis,2.0,Bill Murray,2.0,Andie MacDowell,1.0,Chris Elliott,2.0
510,Clint Eastwood,2.0,Clint Eastwood,2.0,Gene Hackman,2.0,Morgan Freeman,2.0
511,John Frankenheimer,2.0,Frank Sinatra,2.0,Laurence Harvey,2.0,Angela Lansbury,1.0
512,Allan Moyle,2.0,Christian Slater,2.0,Samantha Mathis,1.0,Annie Ross,1.0
513,Robert Zemeckis,2.0,Michael J. Fox,2.0,Christopher Lloyd,2.0,Lea Thompson,1.0
514,Jon Avnet,2.0,Kathy Bates,1.0,Mary-Louise Parker,1.0,Jessica Tandy,1.0
515,Franklin J. Schaffner,2.0,George C. Scott,2.0,Karl Malden,2.0,Stephen Young,2.0
516,Russell Mulcahy,2.0,Christopher Lambert,2.0,Roxanne Hart,1.0,Clancy Brown,2.0
517,Stuart Rosenberg,2.0,Paul Newman,2.0,George Kennedy,2.0,Luke Askew,2.0
518,Mel Brooks,2.0,Gene Wilder,2.0,Peter Boyle,2.0,Marty Feldman,2.0
519,Jim Jarmusch,0.0,Winona Ryder,1.0,Gena Rowlands,1.0,Lisanne Falk,1.0
520,Charlie Chaplin,2.0,Charlie Chaplin,2.0,Jack Oakie,2.0,Reginald Gardiner,2.0
521,Samuel Armstrong,2.0,Deems Taylor,2.0,Walt Disney,2.0,Julietta Novis,0.0
522,Fred Zinnemann,0.0,Gary Cooper,2.0,Grace Kelly,1.0,Thomas Mitchell,2.0
523,Michael Lehmann,2.0,Winona Ryder,1.0,Christian Slater,2.0,Shannen Doherty,1.0
524,William Wyler,2.0,Charlton Heston,2.0,Jack Hawkins,2.0,Haya Harareet,1.0
525,Rob Reiner,2.0,Christopher Guest,2.0,Michael McKean,2.0,Harry Shearer,2.0
526,Godfrey Reggio,2.0,Lou Dobbs,0.0,Ted Koppel,0.0,,
527,Howard Deutch,2.0,Eric Stoltz,2.0,Mary Stuart Masterson,1.0,Lea Thompson,1.0
528,Steven Spielberg,2.0,Harrison Ford,2.0,Sean Connery,2.0,Denholm Elliott,2.0
529,Hal Ashby,2.0,Peter Sellers,2.0,Shirley MacLaine,1.0,Melvyn Douglas,2.0
530,Richard Attenborough,2.0,Ben Kingsley,2.0,Candice Bergen,1.0,Edward Fox,2.0
531,Philip Kaufman,2.0,Daniel Day-Lewis,2.0,Juliette Binoche,1.0,Lena Olin,1.0
532,James Ivory,2.0,Maggie Smith,1.0,Helena Bonham Carter,1.0,Denholm Elliott,2.0
